Review,Review_Score,Prediction_best_naive_bayes_model,Prediction_best_naive_bayes_model2,Final_Prediction,Difference
"Sebastien was A1 out of the gate. Throughout the booking and arriving phase Sebastian communicated clearly and effectively. He was very helpful when we needed suggestions for parking. The unit was in spotless condition and was better than the photos. He even has a handy tour guide booklet printed off for guests. The location was prime for exploring downtown Montreal. It was just a 3-4 minute was from the Metro. 

Unfortunately our visit was tainted by a burglary. The backdoor appears to have been unlocked. We didn't use the door and were unaware of its existence until departing the residence. Sebastien is sure that it was left locked. We had left around 3 pm and returned around 3 Am after attending Kanye West at the Bell center and going out on the town. During the break and enter my personal laptop was stolen and a closet door was destroyed. The police came and there was little they could do without the tracking software installed on my laptop. I do believe Sebastien is a great host and has a great spot, but I was very unimpressed with his handling of the event. He had little to no concern about the loss of my possessions and even tried to charge us 400$ for the damages to his closet. Airbnb costumer service throughout this process was useless and made settling back into things at home quite stressful. This experience has caused me to consider traditional methods of lodging for future trips. Although, I think this was an unfortunate coincidence it certainly put a damper on our trip. ","10,0",1,1,10.0,0.0
Très bel appartement bien situé et calme,"9,0",0,0,7.0,2.0
We booked at the last minute but Joe was a perfect host and he gave us nice advices about his fantastic neighbourhood!,"9,0",4,1,10.0,-1.0
"Really nice, clean and well-located flat. Super comfy bed, decent bathroom and basic kitchen. Complementary snacks and washing/drying tokens were a great touch, and friendly and timely communication made it a great stay!","10,0",2,1,10.0,0.0
"I stayed here for a week during one of the many festivals in Montreal. Communication before arrival was great and when I checked in there was a lovely hand written welcome letter with instructions as the host was at work.

The room was as pictured in the listing, clean and bright and the double bed was super comfy ( i slept really well). Location was also great right next to St.Laurent with cafes and restaurants near by and a large supermarket. 

Laura and her housemates made me feel super welcome in their home and would stay here again.","10,0",1,1,10.0,0.0
"A fantastic experience!  

Karl was so nice, and accommodating, and very quick answering any questions we had.  We got in a little later than expected, and he helped us find a parking spot where we could stay for the entire weekend.  Being so close to the metro made getting around really easy, we parked the car and didn't look back.  There were bikes, locks and helmets to use, which were a plus, but we didn't end up using them.

The place is great.  We loved the record player, and the kitchen was perfect, small and stocked.  The greenery around the apartment was a nice touch too.

This was our first time using airbnb and Karl certainly raised the bar high.

Merci encors!","9,0",4,0,10.0,-1.0
"Mike's place was great. We had some difficulties with check-in, but it was smooth sailing after. Good location, nice building, nice place.","9,0",2,1,10.0,-1.0
"C'est un appartement très agréable, propre, tout équipé. Mon copain et moi même avons adoré notre séjour dans ce logement. Je vous le recommande.","9,0",0,0,7.0,2.0
Veronique was a friendly host and in a good location in Rosemont. The apartment is right near a bus stop and many local restaurants. Veronique was a very nice and friendly host!,"10,0",3,1,10.0,0.0
"Great place for a couple to stay - Montréal is a lovely city, would come back again","10,0",4,1,10.0,0.0
"Very beautiful, clean and convenient apartment, great place to stay !!!","9,0",3,1,10.0,-1.0
"Great place, close to central montreal. Thank you Steven! Would def recommend!  ","9,0",3,1,10.0,-1.0
"Overall good place, but parking isn’t free on weekends as mentioned. Great space, clean overall, although we did find some stains on the bedsheet. Great space overall. ","9,0",2,0,10.0,-1.0
It’s a best place for vacation for friends and family,"10,0",4,1,10.0,0.0
"Very clean, modern, excellent downtown location. Within walking distance to everything we needed. Would definitely stay again.","10,0",3,1,10.0,0.0
What a beautiful Airbnb! Made it hard to go home. Great location as well. Treat yourself and stay at this location.,"9,0",4,1,10.0,-1.0
"Karl was an excellent host, he was very accommodating, and communication was almost  instantaneous. The apartment was also wonderful, it had a very rustic and cozy vibe, and once we opened a bottle of wine we had a hard time leaving the place. Excellent location and apartment, would return in a heartbeat.","9,0",4,1,10.0,-1.0
"We stayed at Tessas and Trevors apartment for 6 nights. Room was comfortable and apartment was beautiful, nicely decorated. She/he has definately eye for visual details!! We used room mostly for sleeping and for us it was more than sufficient. Location was perfect; bus stop is right next to apartment and it was easy to travel in Montreal. Also there was some nice restaurants and shops and Tessa gave us also helpful list of things that are nearby. Tessa gave us 100% of her help if we had any questions. ","10,0",4,1,10.0,0.0
"I stayed with Tessa and Trevor for three nights. They were very welcoming and easy going. They helped me with planning my visit, giving me heaps of advice and directions. Mile End, was great! The flat is in an awesome location and was very comfortable. Plus, the cat was very cute!
I would highly recommend the room.","10,0",4,1,10.0,0.0
Our stay with Abe was excellent! Great communication throughout with the host made our stay very pleasant. Really accessible place in a very lively neighbourhood!,"10,0",3,1,10.0,0.0
Great stay. Close to EVERYTHING. Location perfect.,"9,0",4,1,10.0,-1.0
"Benjamin nous a accueilli le jour de notre arrivée pour nous présenter le studio qui est conforme aux photos, de plus il est très bien situé dans Montréal. Je recommande vivement Benjamin et son studio. Équipements au top, et impeccable niveau propreté. ","10,0",2,1,10.0,0.0
"We were welcomed and given a key to come and go as we please. The place was pleasant, quiet, and comfortable. The temperature was well kept, we had a private restroom, and a sofa lounging area to use outside of our unit. A very nice home with a swimming pool in the back!","8,0",3,1,10.0,-2.0
He was very helpful! Easy to contact.,"9,0",3,1,10.0,-1.0
"The apartament had great locación, amazing deco, and was very clean. Amazing experience... I will stay here if O come back.  ","9,0",4,1,10.0,-1.0
"Le logement de Brigitte correspond exactement aux photos, c'est un logement propre et spacieux, Brigitte est une hôte formidable qui est toujours présente en cas de problème très sympa et à l'écoute, nous avons séjourner 3 semaines à 4 personnes et nous avons adorer notre voyage, nous recommandons à 100% cet appart !!!","10,0",0,0,7.0,3.0
"Our stay at Monica's and Edi's place was very nice. The apartment is located between two major streets which was great for shopping and good places to eat. Public transit also close by. The apartment itself is a good size, perfect for three people, clean and bed was very comfortable. We planned on cooking some of our meals but realized the oven was not working so only stove top meals would work. The other appliances are very outdated but for the most part, functional. Bathroom is also outdated and we were only given two bath towels even though there were 3 guests. Check in and check out was easy and Monica responded immediately to any questions that I had. Overall we had a great time and would recommend this apartment. ","9,0",3,1,10.0,-1.0
It’s a bit old house and You get basic stuff with this rental.. but given the price I feel it’s ok. Located on a Main Street with pretty good traffic.,"10,0",2,0,10.0,0.0
The private parking & nearby metro made navigating the city as a pedestrian very easy.,"9,0",3,0,10.0,-1.0
